order_id,total_price,unique_pizza_count,total_qty,order_date,unit_price,min_pizza_size,max_pizza_size,unique_category_count,order_details_id,pizza_id,quantity,order_time,pizza_size,pizza_category,pizza_ingredients,pizza_name,Qty,ingredients,full_date,total_sale
6.0,24.75,2.0,2.0,1/1/2015,12.375,S,S,2,11,bbq_ckn_s,1.0,12:29:36,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,484,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-01 12:29:36,49.5
6.0,24.75,2.0,2.0,1/1/2015,12.375,S,S,2,12,the_greek_s,1.0,12:29:36,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,304,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",2015-01-01 12:29:36,49.5
7.0,12.5,1.0,1.0,1/1/2015,12.5,S,S,1,13,spinach_supr_s,1.0,12:50:37,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,400,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",2015-01-01 12:50:37,12.5
8.0,12.5,1.0,1.0,1/1/2015,12.5,S,S,1,14,spinach_supr_s,1.0,12:51:37,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,400,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",2015-01-01 12:51:37,12.5
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,15,classic_dlx_s,1.0,12:52:01,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,799,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",2015-01-01 12:52:01,1289.25
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,16,green_garden_s,1.0,12:52:01,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,600,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",2015-01-01 12:52:01,1289.25
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,17,ital_cpcllo_l,1.0,12:52:01,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,732,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-01 12:52:01,1289.25
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,18,ital_supr_l,1.0,12:52:01,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,747,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-01 12:52:01,1289.25
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,19,ital_supr_s,1.0,12:52:01,S,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,196,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-01 12:52:01,1289.25
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,20,mexicana_s,1.0,12:52:01,S,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,162,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",2015-01-01 12:52:01,1289.25
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,21,spicy_ital_l,1.0,12:52:01,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,1109,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",2015-01-01 12:52:01,1289.25
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,22,spin_pesto_l,1.0,12:52:01,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,284,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",2015-01-01 12:52:01,1289.25
9.0,143.25,9.0,9.0,1/1/2015,15.916666666666666,S,L,3,23,veggie_veg_s,1.0,12:52:01,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,464,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",2015-01-01 12:52:01,1289.25
10.0,41.0,2.0,2.0,1/1/2015,20.5,L,L,2,24,mexicana_l,1.0,13:00:15,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,867,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",2015-01-01 13:00:15,82.0
10.0,41.0,2.0,2.0,1/1/2015,20.5,L,L,2,25,southw_ckn_l,1.0,13:00:15,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,1016,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",2015-01-01 13:00:15,82.0
11.0,73.5,4.0,4.0,1/1/2015,18.375,M,L,2,26,bbq_ckn_l,1.0,13:02:59,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,992,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-01 13:02:59,294.0
11.0,73.5,4.0,4.0,1/1/2015,18.375,M,L,2,27,cali_ckn_l,1.0,13:02:59,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,927,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",2015-01-01 13:02:59,294.0
11.0,73.5,4.0,4.0,1/1/2015,18.375,M,L,2,28,cali_ckn_m,1.0,13:02:59,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,944,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",2015-01-01 13:02:59,294.0
11.0,73.5,4.0,4.0,1/1/2015,18.375,M,L,2,29,pepperoni_l,1.0,13:02:59,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,728,"Mozzarella Cheese, Pepperoni",2015-01-01 13:02:59,294.0
12.0,70.75,4.0,4.0,1/1/2015,17.6875,S,L,2,30,cali_ckn_l,1.0,13:04:41,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,927,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",2015-01-01 13:04:41,283.0
12.0,70.75,4.0,4.0,1/1/2015,17.6875,S,L,2,31,cali_ckn_s,1.0,13:04:41,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,499,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",2015-01-01 13:04:41,283.0
12.0,70.75,4.0,4.0,1/1/2015,17.6875,S,L,2,32,ckn_pesto_l,1.0,13:04:41,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,399,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",2015-01-01 13:04:41,283.0
12.0,70.75,4.0,4.0,1/1/2015,17.6875,S,L,2,33,ital_supr_m,1.0,13:04:41,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,941,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-01 13:04:41,283.0
13.0,20.25,1.0,1.0,1/1/2015,20.25,L,L,1,34,mexicana_l,1.0,13:11:55,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,867,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",2015-01-01 13:11:55,20.25
14.0,12.0,1.0,1.0,1/1/2015,12.0,S,S,1,35,the_greek_s,1.0,13:14:19,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,304,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",2015-01-01 13:14:19,12.0
15.0,63.25,4.0,4.0,1/1/2015,15.8125,S,L,3,36,big_meat_s,1.0,13:33:00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,1914,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",2015-01-01 13:33:00,253.0
15.0,63.25,4.0,4.0,1/1/2015,15.8125,S,L,3,37,five_cheese_l,1.0,13:33:00,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,1409,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",2015-01-01 13:33:00,253.0
15.0,63.25,4.0,4.0,1/1/2015,15.8125,S,L,3,38,soppressata_l,1.0,13:33:00,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,405,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",2015-01-01 13:33:00,253.0
15.0,63.25,4.0,4.0,1/1/2015,15.8125,S,L,3,39,the_greek_s,1.0,13:33:00,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,304,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",2015-01-01 13:33:00,253.0
16.0,50.7,3.0,3.0,1/1/2015,16.900000000000002,S,L,3,40,four_cheese_l,1.0,13:34:07,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,1316,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",2015-01-01 13:34:07,152.10000000000002
16.0,50.7,3.0,3.0,1/1/2015,16.900000000000002,S,L,3,41,napolitana_s,1.0,13:34:07,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,471,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",2015-01-01 13:34:07,152.10000000000002
16.0,50.7,3.0,3.0,1/1/2015,16.900000000000002,S,L,3,42,thai_ckn_l,1.0,13:34:07,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,1410,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",2015-01-01 13:34:07,152.10000000000002
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,43,bbq_ckn_l,1.0,13:53:00,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,992,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,44,calabrese_m,1.0,13:53:00,M,Supreme,"æ…›duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,562,"Ã¦â€¦â€ºduja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,45,five_cheese_l,1.0,13:53:00,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,1409,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,46,four_cheese_m,1.0,13:53:00,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,586,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,47,ital_supr_m,1.0,13:53:00,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,941,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,48,ital_veggie_s,1.0,13:53:00,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,305,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,49,mediterraneo_m,2.0,13:53:00,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,275,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,50,mexicana_l,1.0,13:53:00,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,867,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,51,peppr_salami_s,1.0,13:53:00,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,322,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",2015-01-01 13:53:00,2029.5
17.0,184.5,10.0,11.0,1/1/2015,16.85,S,L,3,52,spinach_fet_l,1.0,13:53:00,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,445,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",2015-01-01 13:53:00,2029.5
18.0,20.5,1.0,1.0,1/1/2015,20.5,L,L,1,53,napolitana_l,1.0,13:57:08,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,566,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",2015-01-01 13:57:08,20.5
19.0,40.75,2.0,2.0,1/1/2015,20.375,L,L,2,54,ital_cpcllo_l,1.0,13:59:09,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,732,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-01 13:59:09,81.5
19.0,40.75,2.0,2.0,1/1/2015,20.375,L,L,2,55,sicilian_l,1.0,13:59:09,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,613,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",2015-01-01 13:59:09,81.5
20.0,30.5,2.0,2.0,1/1/2015,15.25,S,L,2,56,big_meat_s,1.0,14:03:08,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,1914,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",2015-01-01 14:03:08,61.0
20.0,30.5,2.0,2.0,1/1/2015,15.25,S,L,2,57,five_cheese_l,1.0,14:03:08,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,1409,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",2015-01-01 14:03:08,61.0
21.0,20.5,1.0,1.0,1/1/2015,20.5,L,L,1,58,ital_cpcllo_l,1.0,14:14:29,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,732,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-01 14:14:29,20.5
22.0,55.25,3.0,3.0,1/1/2015,18.416666666666668,M,L,3,59,five_cheese_l,1.0,14:16:26,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,1409,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",2015-01-01 14:16:26,165.75
22.0,55.25,3.0,3.0,1/1/2015,18.416666666666668,M,L,3,60,ital_cpcllo_m,1.0,14:16:26,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,404,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-01 14:16:26,165.75
22.0,55.25,3.0,3.0,1/1/2015,18.416666666666668,M,L,3,61,southw_ckn_l,1.0,14:16:26,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,1016,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",2015-01-01 14:16:26,165.75
23.0,12.75,1.0,1.0,1/1/2015,12.75,S,S,1,62,southw_ckn_s,1.0,14:19:03,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,367,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",2015-01-01 14:19:03,12.75
24.0,57.75,4.0,4.0,1/1/2015,14.4375,S,M,3,63,bbq_ckn_m,1.0,14:23:01,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,956,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-01 14:23:01,231.0
24.0,57.75,4.0,4.0,1/1/2015,14.4375,S,M,3,64,ital_cpcllo_m,1.0,14:23:01,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,404,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-01 14:23:01,231.0
24.0,57.75,4.0,4.0,1/1/2015,14.4375,S,M,3,65,pepperoni_m,1.0,14:23:01,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,939,"Mozzarella Cheese, Pepperoni",2015-01-01 14:23:01,231.0
24.0,57.75,4.0,4.0,1/1/2015,14.4375,S,M,3,66,prsc_argla_s,1.0,14:23:01,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,424,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",2015-01-01 14:23:01,231.0
25.0,37.0,2.0,2.0,1/1/2015,18.5,M,L,2,67,sicilian_m,1.0,14:44:44,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,574,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",2015-01-01 14:44:44,74.0
25.0,37.0,2.0,2.0,1/1/2015,18.5,M,L,2,68,thai_ckn_l,1.0,14:44:44,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,1410,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",2015-01-01 14:44:44,74.0
26.0,32.25,2.0,2.0,1/1/2015,16.125,S,L,2,69,classic_dlx_s,1.0,14:54:26,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,799,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",2015-01-01 14:54:26,64.5
26.0,32.25,2.0,2.0,1/1/2015,16.125,S,L,2,70,veggie_veg_l,1.0,14:54:26,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,427,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",2015-01-01 14:54:26,64.5
27.0,57.0,3.0,3.0,1/1/2015,19.0,M,L,3,71,bbq_ckn_l,1.0,15:11:17,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,992,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-01 15:11:17,171.0
27.0,57.0,3.0,3.0,1/1/2015,19.0,M,L,3,72,classic_dlx_m,1.0,15:11:17,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,1181,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",2015-01-01 15:11:17,171.0
27.0,57.0,3.0,3.0,1/1/2015,19.0,M,L,3,73,spinach_fet_l,1.0,15:11:17,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,445,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",2015-01-01 15:11:17,171.0
28.0,12.75,1.0,1.0,1/1/2015,12.75,S,S,1,74,ckn_alfredo_s,1.0,15:35:46,S,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,96,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",2015-01-01 15:35:46,12.75
29.0,12.0,1.0,1.0,1/1/2015,12.0,S,S,1,75,green_garden_s,1.0,15:41:01,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,600,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",2015-01-01 15:41:01,12.0
